valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
0.457,1926,0.907,['Fats Waller'],0.637,180893,0.0602,0,4AOBtdCRSMhnn4dyPVgW8k,0.000734,3,0.115,-19.47,1,Let's Get Away from It All,6,1926,0.185,94.213
0.774,1926,0.914,['Fats Waller'],0.682,156107,0.252,0,4FmdIDwlUhxswISRZZNFRI,0.155,5,0.0971,-19.542,1,"She's Tall, She's Tan, She's Terrific",5,1926,0.0989,110.677
0.716,1926,0.943,['Louis Armstrong & His Hot Seven'],0.7090000000000001,181093,0.193,0,4H9nOS1KgWl1VsxYoPJukt,0.828,5,0.0721,-8.592,1,Alligator Crawl,7,1926,0.0698,104.328
0.887,1926,0.934,['Louis Armstrong & His Hot Five'],0.75,184000,0.329,0,5Ld0aQqaZtmDJU2Oi6oefj,0.865,8,0.0478,-7.91,1,Struttin' with Some Barbecue - 78 rpm Version,6,1926,0.109,96.055
0.482,1926,0.972,['Louis Armstrong & His Hot Seven'],0.7170000000000001,169800,0.131,0,5Qe0jnw19N2kWBQt2EXFNL,0.000413,10,0.198,-12.129,1,Muggles,6,1926,0.0436,85.835
0.947,1926,0.831,['Fats Waller'],0.823,169747,0.32299999999999995,0,5TewqcSDltVwN9NHZBbWlm,0.0786,5,0.202,-18.041,1,What's The Reason (I'm Not Pleasin' You),5,1926,0.109,117.263
0.925,1926,0.8759999999999999,['Louis Armstrong & His Hot Five'],0.73,158467,0.389,0,7FBOxqPDKby3FmOzWEQpqq,3.99e-06,9,0.123,-12.072,0,Irish Black Bottom,8,1926,0.0723,99.4
0.551,1926,0.996,['Louis Armstrong & His Hot Five'],0.6759999999999999,193387,0.0337,0,7L3lNzoVn1th5t5qNPE3f7,0.74,11,0.114,-19.827,1,Skid-Dat-De-Dat,6,1926,0.054000000000000006,114.371
0.921,1926,0.979,['Louis Armstrong & His Hot Seven'],0.581,175293,0.34,0,1hn1anDgmYRxS9M3raq88c,0.47,5,0.177,-8.357000000000001,1,Potato Head Blues,6,1926,0.162,179.949
0.895,1926,0.967,"['Jelly Roll Morton & His Red Hot Peppers', 'Jelly Roll Morton']",0.49,204707,0.502,0,1riCFEK7PSSY9fKHsGfqdN,0.181,8,0.083,-9.387,0,Doctor Jazz,8,1926,0.0812,201.875
0.956,1926,0.913,['Louis Armstrong & His Savoy Ballroom Five'],0.78,178707,0.466,0,1xg3uCUEpqxBhNEITu3hIx,0.809,3,0.102,-9.048,1,Beau Koo Jack,5,1926,0.0865,120.703
0.731,1926,0.972,['Louis Armstrong & His Hot Seven'],0.7340000000000001,206467,0.238,0,29NXZoraEVtB8k6ufCBV9H,0.0452,7,0.22,-8.939,0,Keyhole Blues,6,1926,0.0851,107.381
0.963,1926,0.906,['Louis Armstrong & His Hot Seven'],0.78,178000,0.313,0,3mF2yzcl2Oo5y9JnpTNA3p,0.899,5,0.0785,-9.66,1,Weary Blues,7,1926,0.211,102.273
0.939,1926,0.994,['Louis Armstrong & His Hot Seven'],0.589,178773,0.259,0,4Uoea1KgB3nzoeP8JKalh0,0.895,2,0.175,-12.822,0,Potato Head Blues,6,1926,0.33,177.53599999999997
0.7390000000000001,1926,0.995,['Louis Armstrong & His Hot Five'],0.564,175333,0.265,0,4a84KAeFtpkPtoBmMircXK,0.29100000000000004,5,0.0659,-10.21,1,Cornet Chop Suey,6,1926,0.294,189.522
0.907,1926,0.984,['Louis Armstrong & His Hot Five'],0.757,162827,0.382,0,4kT1EDojFeN9tIvt3cyXOP,0.0021100000000000003,5,0.127,-9.945,1,I'm Gonna Gitcha,6,1926,0.0779,101.399
0.7809999999999999,1926,0.97,['Louis Armstrong & His Hot Seven'],0.708,174773,0.234,0,5jw8MJ15e0lrhARLPxSMmI,0.000134,5,0.156,-10.281,1,That's When I'll Come Back to You,6,1926,0.243,123.377
0.818,1926,0.996,['Louis Armstrong & His Hot Five'],0.61,170267,0.215,0,68AKl3qisoo7T5nuqJOxg3,0.892,4,0.16,-13.863,1,Sweet Little Papa,7,1926,0.363,180.075
0.125,1926,0.972,"['George Gershwin', 'P. G. Wodehouse', 'Barbara Ruick', 'Lehman Engel']",0.227,354240,0.0784,0,6f9LYAOD74464g0MPJuVSx,0.000534,8,0.102,-20.73,1,Oh Kay!: Someone to Watch Over Me,7,1926,0.0472,83.95700000000002
0.5379999999999999,1926,0.991,['Louis Armstrong & His Hot Seven'],0.573,194973,0.0714,0,6lAdR50GO5Vh9xA6hAazdm,0.6509999999999999,4,0.35200000000000004,-16.373,0,Wild Man Blues,6,1926,0.174,77.903
0.961,1926,0.941,['Louis Armstrong & His Hot Seven'],0.8220000000000001,204027,0.35100000000000003,0,2CzQp5PPDATR0CZzCZONgg,0.87,10,0.043,-13.299,1,Knee Drops,4,1926,0.138,105.113
0.909,1926,0.959,['Louis Armstrong & His Hot Five'],0.747,184160,0.278,0,2K5KdxtSzbREwmXuOWYXUB,0.848,8,0.0534,-10.137,1,Struttin' with Some Barbecue - 78 rpm Version,4,1926,0.149,96.085
0.778,1926,0.986,"['Jelly Roll Morton', 'Johnny Dodds']",0.708,171921,0.28300000000000003,0,2KbXEL4z74YT4xFPFiVTz8,0.889,10,0.181,-15.143,1,Mr. Jelly Lord,5,1926,0.0717,120.828
0.899,1926,0.983,['Louis Armstrong & His Hot Five'],0.7859999999999999,187493,0.39,0,4TYcu30D2Fbs6Uud6dHVsi,0.893,8,0.0526,-10.34,1,Fireworks,4,1926,0.102,117.542
0.7859999999999999,1926,0.996,['Louis Armstrong & His Hot Five'],0.61,188333,0.18,0,4pWJmJpmO4ZJcKPvwGdftT,0.438,6,0.14400000000000002,-15.011,1,Big Butter And Egg Man,5,1926,0.0941,96.489
0.797,1926,0.996,['Louis Armstrong & His Hot Five'],0.7140000000000001,167800,0.181,0,4yNLOqfjUKOammXXjob7Ki,0.438,1,0.358,-15.321,0,Irish Black Bottom,4,1926,0.229,92.418
0.745,1926,0.992,['Louis Armstrong & His Hot Seven'],0.736,187467,0.13699999999999998,0,5QVNWioCfr93v6z1lovxzN,0.8140000000000001,7,0.395,-14.349,0,Twelfth Street Rag,5,1926,0.403,113.649
0.7040000000000001,1926,0.993,['Louis Armstrong & His Hot Seven'],0.715,211133,0.13,0,5xP2RQHhL5Smj0h9U9qW49,0.389,9,0.122,-13.993,1,Keyhole Blues,6,1926,0.263,104.933
0.552,1926,0.992,['Louis Armstrong & His Hot Seven'],0.698,185640,0.136,0,657I3AxRiZoTkP41zopM10,0.726,5,0.516,-15.05,1,Alligator Crawl,5,1926,0.136,100.813
0.8440000000000001,1926,0.967,"['Louis Armstrong & His Hot Seven', 'Carroll Dickerson Orchestra']",0.596,197933,0.294,0,68TmlPJVOH5Du2gMrbQfKm,0.773,10,0.0952,-10.162,1,Chicago Breakdown,4,1926,0.104,173.5
0.865,1926,0.977,['Louis Armstrong & His Hot Seven'],0.5489999999999999,191053,0.292,0,6pZNMjGp089aOEHWlPvkTu,0.8540000000000001,9,0.5760000000000001,-13.882,1,Willie the Weeper,5,1926,0.258,185.197
0.482,1926,0.991,"['Jelly Roll Morton & His Red Hot Peppers', 'Jelly Roll Morton']",0.753,207122,0.168,0,75LecOmVXuRbvBm9oo6df7,0.836,7,0.131,-11.986,1,Smoke House Blues,5,1926,0.0493,91.282
0.913,1926,0.996,['Louis Armstrong & His Hot Five'],0.748,173573,0.16399999999999998,0,79SEQI96lWzU1d3OcbtuOj,0.6409999999999999,6,0.154,-15.883,0,Sunset Cafe Stomp,5,1926,0.228,99.143
0.584,1926,0.994,['Louis Armstrong & His Hot Seven'],0.73,185107,0.139,0,7EXn1bbCJaTseYTyUt9m3i,0.779,0,0.6829999999999999,-13.786,0,Melancholy,4,1926,0.14400000000000002,107.883
0.883,1926,0.982,['Louis Armstrong & His Hot Seven'],0.754,183213,0.259,0,7FCBObEAw0fMCC75WZbHp7,0.8220000000000001,9,0.125,-13.945,1,Weary Blues,4,1926,0.361,98.888
0.6829999999999999,1926,0.996,['Louis Armstrong & His Hot Five'],0.562,179507,0.162,0,7xa3AtEqYxbPUbT6fdO0iJ,0.119,11,0.0944,-15.236,1,You Made Me Love You,5,1926,0.197,186.162
0.7659999999999999,1926,0.995,['Louis Armstrong & His Hot Five'],0.65,182173,0.324,0,032d7xImO9LR7JdRKI1wRG,0.218,8,0.0676,-11.704,1,Don't Forget To Mess Around,3,1926,0.0726,101.437
0.48,1926,0.928,"['George Gershwin', 'P. G. Wodehouse', 'Oh, Kay! Orchestra (1955)', 'Cy Walter', 'Bernard Leighton', 'Lehman Engel']",0.373,235427,0.312,0,0NI4cK55W52HThYMJkw6hn,0.905,3,0.0923,-14.149,1,Oh Kay!: Overture,3,1926,0.0348,137.833
0.958,1926,0.965,['Louis Armstrong & His Hot Five'],0.809,179867,0.349,0,1Byu7lacJilhtOl2TAMzcn,0.655,5,0.162,-11.797,1,Jazz Lips,4,1926,0.103,107.197
0.962,1926,0.995,['Jelly Roll Morton'],0.52,101600,0.364,0,1ywBmCaCvQ0SqqvvZgI18V,0.961,1,0.136,-13.015999999999998,1,Jungle Blues,2,1926,0.0497,107.32
0.937,1926,0.984,['Jelly Roll Morton'],0.675,203453,0.679,0,24MZSH5QJHlDft2zNnvWpD,0.276,8,0.0625,-4.897,1,The Pearls,1,1926,0.0547,99.752
0.899,1926,0.951,['Jelly Roll Morton & His Red Hot Peppers'],0.784,172803,0.57,0,2U9QCAZMQdp8E1N49LOgq7,0.8740000000000001,0,0.069,-7.0360000000000005,1,Grandpa's Spells (Take 3),2,1926,0.0513,105.028
0.242,1926,0.581,"['Georgette Heyer', 'Irina Salkow']",0.7170000000000001,125167,0.254,0,2gQBKj0vLJfdFxpAXlHDvD,0.0,4,0.394,-23.432,0,Kapitel 1 - Der Page und die Herzogin,7,1926,0.909,116.411
0.555,1926,0.918,['Louis Armstrong & His Savoy Ballroom Five'],0.731,192040,0.207,0,3IwfJ9UORky7yUJWWCA1g3,0.0132,2,0.0407,-13.293,1,Tight Like This,3,1926,0.15,114.257
0.85,1926,0.866,"['George Gershwin', 'P. G. Wodehouse', 'Allen Case', 'Oh, Kay! Ensemble (1955)', 'Lehman Engel']",0.622,131267,0.507,0,40O0J7k78OJAMbhwiCMVcC,5.43e-06,5,0.28800000000000003,-11.591,1,Oh Kay!: Clap Yo' Hands,3,1926,0.0379,91.791
0.653,1926,0.987,['George Olsen'],0.708,205667,0.277,0,4urNOA4TMEOYNbIpdRP7UB,0.278,3,0.102,-13.288,1,Who?,5,1926-07-01,0.0356,107.67
0.763,1926,0.989,['Jelly Roll Morton & His Red Hot Peppers'],0.774,194630,0.213,0,4uvWBxGYLjd64hpiEumW5o,0.404,10,0.287,-14.887,1,Dead Man Blues - Take 1,3,1926,0.0869,128.421
0.649,1926,0.991,['Jelly Roll Morton'],0.524,212013,0.478,0,4y7Bed5ihLJ4lyOlAn4pPy,0.669,10,0.129,-6.8820000000000014,1,Original Jelly Roll Blues,2,1926,0.044,124.682
0.915,1926,0.973,['Jelly Roll Morton & His Red Hot Peppers'],0.667,209955,0.39,0,5AuUxXAROGkigaMsLmk7t2,0.8009999999999999,0,0.18600000000000005,-10.517,0,Billy Goat Stomp,2,1926,0.0522,104.036
0.8640000000000001,1926,0.965,['Jelly Roll Morton & His Red Hot Peppers'],0.723,192215,0.4970000000000001,0,5xoKOYyS2kCzxb9docXLaY,0.929,8,0.526,-10.347,1,The Chant,3,1926,0.0509,122.841
0.83,1926,0.965,['Jelly Roll Morton & His Red Hot Peppers'],0.5870000000000001,183856,0.53,0,5yUXVwuVsCxXjEBCzzEvmt,0.7659999999999999,3,0.16899999999999998,-7.48,1,Original Jelly-Roll Blues - Remastered 1995,2,1926,0.0668,76.45
0.539,1926,0.8240000000000001,['Louis Armstrong & His Hot Five'],0.718,181867,0.37,0,6FR9KQNhP4BaDHTfdNUrGG,0.706,8,0.119,-9.664,1,I'm Not Rough,3,1926,0.161,101.563
0.5479999999999999,1926,0.971,['Louis Armstrong & His Hot Seven'],0.733,202493,0.179,0,7BGXSpysMMs2zBS0uVh2mj,0.244,0,0.124,-13.213,1,Squeeze Me,4,1926,0.0564,91.574
0.5379999999999999,1926,0.898,"['Louis Armstrong & His Hot Seven', 'Carroll Dickerson Orchestra']",0.59,194467,0.16899999999999998,0,7JQJRI1nLnp1WfTklDZrRr,0.00141,0,0.0971,-15.725,1,"Save It, Pretty Mama",3,1926,0.0828,107.852
0.295,1926,0.456,"['Georgette Heyer', 'Irina Salkow']",0.7190000000000001,137157,0.19,0,006fbuXS6rRAWlUEaklCmt,0.0,8,0.307,-22.712,0,Kapitel 297 - Der Page und die Herzogin,1,1926,0.915,114.452
0.573,1926,0.16899999999999998,['Эрнест Хемингуэй'],0.7140000000000001,111200,0.263,1,015GfHsn37TX6TYpentlC8,0.0,1,0.362,-13.232,1,Часть 37.2 - Фиеста,0,1926,0.942,108.64
0.327,1926,0.996,['Francisco Canaro'],0.604,161160,0.165,0,01IHl3vTIl6O35e2ADUn0p,0.531,0,0.0934,-9.838,1,La Maestrita - Remasterizado,0,1926-07-15,0.0651,126.009
0.496,1926,0.0583,['Эрнест Хемингуэй'],0.7190000000000001,98752,0.25,1,01IlQGfYsymFySYHPsNAEf,0.0,1,0.303,-14.484000000000002,1,Часть 72.4 & Часть 73.1 - Фиеста,0,1926,0.943,112.664
0.964,1926,0.993,['Francisco Canaro'],0.7040000000000001,174000,0.426,0,01gVBCp26pEKA1oWqTYBhA,0.916,9,0.115,-15.601,1,Madona - Instrumental (Remasterizado),0,1926-08-15,0.0528,118.176
0.556,1926,0.996,['Ignacio Corsini'],0.494,123373,0.0663,0,01oH8fAOO58FEoypTjQqkv,0.916,6,0.105,-26.478,1,Derrotado - Remasterizado,0,1926-05-14,0.0596,67.73899999999999
0.27,1926,0.0311,['Future Rapper'],0.401,78000,0.61,0,02R3JMuw0E8uloMBpHG3Yz,0.97,2,0.637,-12.807,1,Submission Accomplice,0,1926-10-03,0.0277,160.24
0.312,1926,0.363,"['Georgette Heyer', 'Irina Salkow']",0.6629999999999999,121327,0.162,0,02iZa5gL9rVFa6qZyYmaRP,0.0,11,0.277,-22.452,1,Kapitel 265 - Der Page und die Herzogin,1,1926,0.94,82.335
0.317,1926,0.411,"['Georgette Heyer', 'Irina Salkow']",0.738,135616,0.163,0,02nINv52VmB4dKtOvtCH5E,0.0,9,0.34,-21.276,1,Kapitel 363 - Der Page und die Herzogin,1,1926,0.8640000000000001,115.452
0.297,1926,0.618,"['Georgette Heyer', 'Irina Salkow']",0.645,141310,0.205,0,03nXSQPb3mOYN2rvP8r6mu,0.0,0,0.238,-20.228,1,Kapitel 436 - Der Page und die Herzogin,1,1926,0.948,86.693
0.0,1926,0.958,['Iván Rolón'],0.7020000000000001,41719,0.00176,0,03xTkOTe36kugZ1pd6NxxN,0.622,11,0.0974,-38.295,0,"Cuatro melodías al unísono, No. III",0,1926,0.308,98.985
0.8009999999999999,1926,0.995,['Francisco Canaro'],0.473,162507,0.11,0,056LMajUc6GLM8Cb7GAkNz,0.84,5,0.114,-15.72,0,Katinka - Instrumental (Remasterizado),0,1926-08-15,0.229,214.817
0.277,1926,0.562,"['Georgette Heyer', 'Irina Salkow']",0.721,109467,0.172,0,05E2C4mspHNyHRPHpnCe09,0.0,0,0.173,-20.798,1,Kapitel 355 - Der Page und die Herzogin,1,1926,0.94,116.338
0.355,1926,0.5329999999999999,"['Georgette Heyer', 'Irina Salkow']",0.7120000000000001,110643,0.18,0,05kaM9NuTaBI7MxJsFdV82,0.0,11,0.161,-23.588,0,Kapitel 121 - Der Page und die Herzogin,1,1926,0.939,131.248
0.285,1926,0.411,"['Georgette Heyer', 'Irina Salkow']",0.72,135903,0.16699999999999998,0,065QKMAtm9ykIExcGtV4rD,0.0,4,0.236,-21.287,1,Kapitel 148 - Der Page und die Herzogin,1,1926,0.928,124.219
0.285,1926,0.263,['Эрнест Хемингуэй'],0.618,98200,0.31,1,06C1qyU9LisOkexJJc5X4L,0.0,1,0.414,-14.464,1,Часть 53.2 - Фиеста,0,1926,0.961,184.235
0.596,1926,0.0765,['Эрнест Хемингуэй'],0.728,97100,0.255,1,06oAAQ9JmIumRbuiQDyaKr,0.0,5,0.21,-15.532,0,Часть 7.4 - Фиеста,0,1926,0.95,81.873
0.277,1926,0.327,"['Georgette Heyer', 'Irina Salkow']",0.715,112419,0.16699999999999998,0,07Mkx2L4pbt7r68KRaBk8C,0.0,10,0.124,-22.57,1,Kapitel 260 - Der Page und die Herzogin,1,1926,0.904,110.881
0.8859999999999999,1926,0.987,['George Olsen'],0.56,182467,0.34700000000000003,0,07ng4nNcxkrDvULVPwkbfD,0.304,0,0.0602,-10.262,1,A Little Bit Bad,0,1926-07-01,0.128,202.705
0.28,1926,0.502,"['Georgette Heyer', 'Irina Salkow']",0.7170000000000001,110721,0.131,0,07nlDg6wUfc0YMXoweDJlI,1.58e-06,8,0.149,-22.531,0,Kapitel 295 - Der Page und die Herzogin,1,1926,0.902,126.411
0.789,1926,0.996,['Francisco Canaro'],0.318,161920,0.416,0,08YP5vVwvVT2lapzxNvVdY,0.982,8,0.339,-16.565,0,A Ti Te Contaré - Remasterizado,0,1926-07-15,0.0406,75.007
0.4920000000000001,1926,0.0337,['Эрнест Хемингуэй'],0.722,97617,0.215,1,09MTIoNIgD1dIFij1lyBVB,0.0,11,0.381,-13.139,0,Часть 74.5 & Часть 75.1 - Фиеста,0,1926,0.946,113.915
0.653,1926,0.879,['Max Roge'],0.654,190600,0.328,0,09nQudtxDyOqDzglklWu8m,0.00372,8,0.531,-15.878,1,C'est Une Chemise Rose,0,1926,0.47,114.908
0.261,1926,0.397,"['Georgette Heyer', 'Irina Salkow']",0.628,133813,0.17,0,0AqucZsx7HTklE1PFKGwQ6,0.0,9,0.234,-22.679,1,Kapitel 328 - Der Page und die Herzogin,1,1926,0.941,172.082
0.267,1926,0.517,"['Georgette Heyer', 'Irina Salkow']",0.723,131436,0.183,0,0B4LlD6Rx6Ma1v4qKgKF10,0.0,3,0.14800000000000002,-19.001,0,Kapitel 389 - Der Page und die Herzogin,1,1926,0.905,112.053
0.382,1926,0.459,"['Georgette Heyer', 'Irina Salkow']",0.634,119315,0.179,0,0BSU1mA1RpLr4YqyhTd2LZ,0.0,11,0.162,-20.774,1,Kapitel 292 - Der Page und die Herzogin,1,1926,0.948,171.208
0.358,1926,0.445,"['Georgette Heyer', 'Irina Salkow']",0.728,129581,0.132,0,0BiabBrmCw1XG6xaVRkf23,1.85e-06,11,0.325,-22.049,1,Kapitel 306 - Der Page und die Herzogin,1,1926,0.883,106.312
0.466,1926,0.509,"['Georgette Heyer', 'Irina Salkow']",0.7559999999999999,118532,0.184,0,0BjtCwfDH15trQGxhUwwxT,0.0,5,0.197,-22.445,1,Kapitel 358 - Der Page und die Herzogin,1,1926,0.943,103.189
0.5529999999999999,1926,0.996,['Francisco Canaro'],0.454,187693,0.541,0,0CdWVv6HzPxVy0UNLmC3Wz,0.958,3,0.7020000000000001,-14.28,0,La Piba Del Tabaris - Remasterizado,0,1926-07-12,0.8590000000000001,67.332
0.385,1926,0.0977,['Эрнест Хемингуэй'],0.6809999999999999,103000,0.304,1,0E34NDoA5tFsksVokrmFo1,0.0,9,0.14,-15.338,1,Часть 81.3 - Фиеста,0,1926,0.954,83.944
0.412,1926,0.623,"['Georgette Heyer', 'Irina Salkow']",0.623,129790,0.14400000000000002,0,0ESV6VtxZY3DVei945FjXa,0.0,0,0.24,-21.117,1,Kapitel 341 - Der Page und die Herzogin,1,1926,0.937,76.79
0.362,1926,0.0636,['Эрнест Хемингуэй'],0.696,96900,0.332,1,0EcPKCPdW2WdoUF1p5ubXa,0.0,0,0.259,-19.631,1,Часть 54.4 - Фиеста,0,1926,0.951,136.425
0.284,1926,0.396,"['Georgette Heyer', 'Irina Salkow']",0.639,120465,0.118,0,0EgzqM2yupwQJmKUdlymdP,0.0,4,0.134,-20.979,0,Kapitel 26 - Der Page und die Herzogin,2,1926,0.96,164.293
0.911,1926,0.994,['Georgius'],0.672,177627,0.38,0,0G74FXTvzdA57sWLAwJwXq,0.0,3,0.426,-14.833,1,Les Absents Ont Toujours Tort,0,1926,0.212,120.162
0.8320000000000001,1926,0.995,['Ignacio Corsini'],0.395,156027,0.245,0,0GaWz2dar8OB737eQA31Hy,0.931,5,0.114,-22.87,1,Acordes - Remasterizado,0,1926-05-14,0.0555,114.199
0.37,1926,0.317,"['Georgette Heyer', 'Irina Salkow']",0.7040000000000001,114744,0.174,0,0H52HDdiv6rwvOEuRFcIBr,0.0,6,0.226,-22.358,0,Kapitel 53 - Der Page und die Herzogin,2,1926,0.951,81.51
0.465,1926,0.99,['Ted Weems & His Orchestra'],0.6970000000000001,177040,0.0809,0,0HNCyiSrlUAWilNvcZLVY0,0.376,5,0.0834,-15.554,1,Love Bound,0,1926-07-01,0.0386,110.11
0.5820000000000001,1926,0.16399999999999998,['Эрнест Хемингуэй'],0.721,96700,0.221,1,0HYIOK4NUlkAxdMuAXefEt,0.0,1,0.22,-14.69,1,Часть 38.2 - Фиеста,0,1926,0.935,125.902
0.8190000000000001,1927,0.99,['Bix Beiderbecke'],0.7090000000000001,180027,0.208,0,1YLxMRyib15FfONoTod5TV,0.7959999999999999,0,0.0831,-12.245,0,Singin' The Blues,41,1927,0.0828,132.245
0.964,1927,0.991,['Bix Beiderbecke'],0.779,192773,0.452,0,5H4bQ14RjOVM4eKtaIpn3B,0.818,5,0.0828,-10.351,1,Clarinet Marmalade,35,1927,0.0504,125.229
0.4970000000000001,1927,0.986,['Bix Beiderbecke'],0.688,189600,0.308,0,2uax3uO82di90ZsSx8DnNi,0.898,10,0.133,-11.084,1,I'm Coming Virginia,26,1927,0.0402,131.81
0.485,1927,0.996,['Bix Beiderbecke'],0.392,163733,0.29,0,5Bk13n28rlG7GYCKDshsQM,0.958,0,0.112,-19.273,1,In a Mist,24,1927,0.0348,175.04
0.6809999999999999,1927,0.969,"['Jimmie Rodgers', ""Bob Sawyer's Jazz Band""]",0.487,182107,0.476,0,2oIt5PGBjFxFpqIQqUDQAb,0.0,7,0.398,-5.369,1,California Blues,16,1927,0.031,114.757
0.557,1927,0.938,['Patrick Hunt'],0.8420000000000001,125149,0.232,0,0aW8REcXlVXC1886CEWcoG,0.898,0,0.101,-18.243,1,Among My Souvenirs,13,1927,0.086,120.03
0.878,1927,0.994,"['Broadway Bell Hops', 'Bix Beiderbecke', 'Frank Trumbauer']",0.711,181827,0.244,0,6ZqS7G9uJrBUDyVxsPiNeJ,0.0462,10,0.124,-14.124,1,There Ain't No Land Like Dixieland to Me (feat. Bix Beiderbecke & Frank Trumbauer),17,1927,0.106,206.167
0.935,1927,0.976,"['Frankie Trumbauer & His Orchestra', 'Bix Beiderbecke']",0.742,187093,0.482,0,2hwE9NtJfgcT5cbLbPj8IB,0.8590000000000001,8,0.276,-9.987,1,Riverboat Shuffle (feat. Bix Beiderbecke),17,1927,0.0351,106.418
0.6779999999999999,1927,0.986,['Ella Fitzgerald'],0.6609999999999999,191427,0.108,0,56EWLK7IzCDywaEyXt5rtX,0.696,10,0.17800000000000002,-20.662,1,All My Life - Live,28,1927,0.0419,106.539
0.562,1927,0.979,"['Frankie Trumbauer & His Orchestra', 'Bix Beiderbecke']",0.6829999999999999,169640,0.31,0,2pncudlraeKtvdug3V2qzW,0.818,7,0.114,-12.265,1,Way Down Yonder In New Orleans (feat. Bix Beiderbecke),17,1927,0.0494,144.638
0.7440000000000001,1927,0.994,"['Frank Trumbauer & His Orchestra', 'Bix Beiderbecke', 'Eddie Lang']",0.743,179427,0.331,0,4dYnW1fyCz6cNAKg719CIA,0.409,3,0.0868,-11.496,1,Trumbology (feat. Bix Beiderbecke & Eddie Lang),14,1927,0.0879,93.835
0.736,1927,0.993,['Bix Beiderbecke'],0.672,173067,0.217,0,0z8SUv5AHWDkyA3QlkP0eV,0.926,0,0.0943,-15.418,1,Wringin' And Twistin',12,1927,0.0455,128.308
0.89,1927,0.989,"['Frankie Trumbauer', 'Bix Beiderbecke', 'Eddie Lang']",0.607,182333,0.366,0,42vy3n2n4BOA3VYhdTf6sF,0.894,0,0.151,-13.925999999999998,1,For No Reason at All In C,13,1927,0.041,149.115
0.96,1927,0.989,"['Frankie Trumbauer & His Orchestra', 'Bix Beiderbecke']",0.615,185040,0.479,0,4w5YWozyxt9kW0WCeRtwag,0.909,8,0.156,-11.283,1,Ostrich Walk (feat. Bix Beiderbecke),12,1927,0.0373,98.913
0.731,1927,0.991,['Dock Boggs'],0.598,178207,0.253,0,6CGZj5w1yXFGrbZkVXkHpO,1.53e-05,1,0.0889,-14.974,1,Sugar Baby - 2020 Remaster,9,1927,0.0344,126.79
0.892,1927,0.991,['Bix Beiderbecke'],0.635,180667,0.309,0,0HRlneFlkcSDkavcU5j5QC,0.917,8,0.161,-14.531,1,Three Blind Mice (Rhythmic Theme In Advanced Harmony),12,1927,0.0588,204.297
0.675,1927,0.993,"['Frankie Trumbauer & His Orchestra', 'Bix Beiderbecke']",0.67,196133,0.279,0,1EnfQq9BDo95XSFHqxssj4,0.0284,5,0.174,-11.723,0,Blue River (feat. Bix Beiderbecke),11,1927,0.0641,77.178
0.654,1927,0.99,"['Frankie Trumbauer & His Orchestra', 'Bix Beiderbecke', 'Eddie Lang']",0.526,180533,0.267,0,0LNGtRsSs96C3FgbKVewKO,0.125,3,0.376,-13.792,1,There's A Cradle In Caroline! (feat. Bix Beiderbecke & Eddie Lang),10,1927,0.0523,129.70600000000002
0.693,1927,0.986,"['Frankie Trumbauer & His Orchestra', 'Bix Beiderbecke', 'Eddie Lang']",0.743,180467,0.228,0,1B9TWWO1yVTRm1oHT8amui,0.7829999999999999,0,0.262,-12.099,1,Krazy Kat (feat. Bix Beiderbecke & Eddie Lang),10,1927,0.0457,141.384
0.424,1927,0.991,"['Frankie Trumbauer & His Orchestra', 'Bix Beiderbecke', 'Eddie Lang']",0.6629999999999999,181373,0.256,0,3ph2e4N2lfGu48vDq3tD3n,0.5329999999999999,0,0.0739,-11.970999999999998,1,Humpty Dumpty (feat. Bix Beiderbecke & Eddie Lang),10,1927,0.0497,127.006
0.713,1927,0.986,"['Frankie Trumbauer & His Orchestra', 'Bix Beiderbecke', 'Eddie Lang']",0.617,179267,0.301,0,6DwW0InhPzhWlsd1EbGAmI,0.862,5,0.0858,-12.571,1,(The) Baltimore (feat. Bix Beiderbecke & Eddie Lang),10,1927,0.103,166.34900000000005
0.845,1927,0.989,"['Benny Meroff & His Orchestra', 'Bix Beiderbecke']",0.758,171307,0.378,0,7tDvzckZoxVLy6QkGQup9f,0.0434,8,0.112,-11.099,1,Just An Hour Of Love,8,1927,0.0409,104.5
0.846,1927,0.987,"['Baron Lee', 'The Blue Rhythm Band']",0.848,169067,0.26,0,1ADOlp2CnR3TpNpg7DBQp0,9.74e-06,5,0.109,-12.751,0,Reefer Man - Live,5,1927,0.194,106.746
0.8220000000000001,1927,0.995,"['Broadway Bell Hops', 'Bix Beiderbecke', 'Frank Trumbauer']",0.815,174360,0.201,0,1E0BPa3Vd2bBzlnZafsU2l,0.0177,10,0.102,-14.327,1,There's a Cradle In Caroline! (feat. Bix Beiderbecke & Frank Trumbauer),9,1927,0.0442,109.116
0.7709999999999999,1927,0.978,"['Benny Meroff & His Orchestra', 'Bix Beiderbecke']",0.741,169360,0.404,0,4YfiY5AqaGSkjWEGF7e8CM,0.105,8,0.104,-12.187,1,I'm Wonderin' Who,8,1927,0.0765,90.566
